Date,Open,High,Low,Close,Adj Close,Volume
2/23/2006,66.55,66.76,65.48,65.91,65.91,5433.9
2/24/2006,65.91,68.47,65.69,67.61,67.61,11861.7
2/27/2006,66.12,68.04,66.12,67.61,67.61,5150.2
2/28/2006,NA,NA,NA,67.61,67.61,NA
3/1/2006,67.61,71.24,67.4,71.03,71.03,33147.1
3/2/2006,71.24,74.23,70.39,73.37,73.37,31743
3/3/2006,74.23,76.57,74.23,76.57,76.57,34103.6
3/6/2006,76.57,77.64,75.29,76.78,76.78,17321.4
3/7/2006,76.57,76.57,74.23,74.65,74.65,11338.9
3/8/2006,75.29,75.72,72.31,72.95,72.95,9909
3/9/2006,71.24,73.37,71.03,73.37,73.37,12738.4
3/10/2006,73.37,74.23,72.52,73.8,73.8,5738.6
3/13/2006,74.01,78.92,73.8,76.57,76.57,16041.4
3/14/2006,77.85,79.13,75.29,75.29,75.29,14290.3
3/15/2006,77.21,80.2,76.36,79.77,79.77,16236
3/16/2006,79.77,85.32,79.34,84.25,84.25,23395.2
3/17/2006,84.68,86.17,83.61,84.46,84.46,14241.1
3/20/2006,85.96,85.96,82.33,82.33,82.33,8525.9
3/21/2006,81.69,82.33,76.57,76.78,76.78,12213.3
3/22/2006,79.56,79.56,77,77.85,77.85,16653.3
3/23/2006,79.56,82.76,79.13,81.05,81.05,25376.1
3/24/2006,81.9,82.33,79.34,81.26,81.26,6706.8
3/27/2006,82.76,86.81,81.48,86.81,86.81,23081.1
3/28/2006,88.09,88.94,86.17,86.17,86.17,12909.6
3/29/2006,86.17,87.66,85.1,86.81,86.81,6378.6
3/30/2006,87.66,87.66,85.1,85.74,85.74,5820.7
3/31/2006,86.6,89.16,86.17,88.09,88.09,9564.4
4/3/2006,88.73,94.06,88.52,94.06,94.06,9712.1
4/4/2006,95.98,95.98,91.29,91.5,91.5,10394.2
4/5/2006,NA,NA,NA,91.5,91.5,NA
4/6/2006,91.5,93.42,90.65,91.72,91.72,7304.6
4/7/2006,92.14,95.77,90.01,95.55,95.55,10478.6
4/10/2006,95.34,95.34,92.99,93.85,93.85,6334.1
4/11/2006,95.98,97.69,95.55,95.98,95.98,5504.2
4/12/2006,96.41,102.59,96.19,102.59,102.59,10928.7
4/13/2006,103.87,109.63,103.45,108.35,108.35,15092
4/14/2006,110.06,110.06,107.07,109.42,109.42,8530.6
4/17/2006,109.63,110.06,103.23,103.23,103.23,10473.9
4/18/2006,102.38,105.37,98.11,99.18,99.18,17391.7
4/19/2006,101.1,101.1,96.62,96.62,96.62,11381.1
4/20/2006,97.69,100.67,97.69,100.46,100.46,9104.9
4/21/2006,101.53,103.87,100.25,101.1,101.1,10016.8
4/24/2006,100.46,103.23,97.9,98.75,98.75,7168.6
4/25/2006,98.11,100.67,96.41,97.26,97.26,4650.9
4/26/2006,98.11,100.25,97.47,100.25,100.25,6915.4
4/27/2006,100.25,102.38,98.11,99.39,99.39,8345.4
4/28/2006,100.25,102.38,98.54,102.17,102.17,8729.8
5/1/2006,NA,NA,NA,102.17,102.17,NA
5/2/2006,102.17,103.23,95.34,95.77,95.77,11798.4
5/3/2006,95.98,97.05,93.21,94.91,94.91,18416.1
5/4/2006,95.55,101.53,95.13,101.53,101.53,12532.2
5/5/2006,102.81,104.51,99.18,100.03,100.03,10073.1
5/8/2006,100.89,102.17,100.67,101.95,101.95,4086
5/9/2006,102.17,108.99,101.95,104.94,104.94,14306.7
5/10/2006,106.22,109.21,106.22,108.35,108.35,11805.4
5/11/2006,109.63,115.82,106.86,115.82,115.82,11069.4
5/12/2006,113.47,115.6,111.34,111.34,111.34,6181.7
5/15/2006,109.63,109.63,105.58,107.93,107.93,7046.7
5/16/2006,108.78,113.26,108.78,109.84,109.84,9109.6
5/17/2006,110.06,112.4,106.22,106.65,106.65,11392.9
5/18/2006,104.09,105.79,103.02,104.3,104.3,8964.3
5/19/2006,101.95,106.86,101.74,105.37,105.37,8394.6
5/22/2006,105.37,107.07,103.45,103.45,103.45,6416.1
5/23/2006,103.23,103.23,100.03,102.59,102.59,6920.1
5/24/2006,105.79,108.78,102.38,103.87,103.87,12511.1
5/25/2006,104.94,106.43,100.67,103.45,103.45,6739.6
5/26/2006,106.22,108.35,104.51,104.51,104.51,6882.6
5/29/2006,106.65,109.63,105.79,109.21,109.21,7578.8
5/30/2006,110.06,114.32,107.93,108.78,108.78,14513
5/31/2006,NA,NA,NA,108.78,108.78,NA
6/1/2006,112.19,112.19,108.78,109.21,109.21,7299.9
6/2/2006,111.12,113.47,110.06,111.34,111.34,10858.4
6/5/2006,111.34,112.83,103.87,106.65,106.65,11027.2
6/6/2006,105.37,108.57,104.73,108.57,108.57,7016.2
6/7/2006,107.5,107.71,103.66,103.87,103.87,9911.3
6/8/2006,102.38,102.81,96.62,96.62,96.62,12897.9
6/9/2006,96.62,99.39,91.5,98.11,98.11,16505.6
6/12/2006,97.69,101.53,95.98,100.89,100.89,14813.1
6/13/2006,98.54,100.03,97.69,98.11,98.11,8917.4
6/14/2006,99.39,102.81,99.39,101.53,101.53,13408.9
6/15/2006,104.94,108.57,104.3,104.73,104.73,19138.1
6/16/2006,108.57,110.48,105.79,107.07,107.07,17773.8
6/19/2006,107.07,108.35,101.74,103.23,103.23,8005.5
6/20/2006,101.95,103.23,96.19,96.19,96.19,12797.1
6/21/2006,93.85,95.98,89.58,90.65,90.65,18659.9
6/22/2006,93.85,96.83,93.42,96.83,96.83,6406.7
6/23/2006,97.26,101.1,97.05,100.03,100.03,18052.8
6/26/2006,100.67,103.02,100.03,102.81,102.81,9686.3
6/27/2006,102.38,107.5,101.95,104.94,104.94,14304.4
6/28/2006,102.59,106.86,102.59,103.23,103.23,13380.8
6/29/2006,106.65,107.5,104.94,106.43,106.43,12586.1
6/30/2006,110.06,111.98,107.29,110.91,110.91,18676.3
7/3/2006,110.91,111.98,109.21,110.7,110.7,8232.9
7/4/2006,110.91,111.34,106.65,107.29,107.29,18151.2
7/5/2006,107.29,108.99,105.79,105.79,105.79,13903.5
7/6/2006,105.79,107.5,105.37,106.86,106.86,7138.1
7/7/2006,106.65,108.14,104.94,107.93,107.93,8162.5
7/10/2006,106.86,110.48,106.22,110.27,110.27,10225.4
7/11/2006,109.63,110.06,107.71,107.93,107.93,5656.6
7/12/2006,108.78,110.27,106.86,107.93,107.93,6130.1
7/13/2006,106.65,107.93,104.94,106.01,106.01,6444.2
7/14/2006,103.66,104.51,99.18,100.25,100.25,9360.4
7/17/2006,98.33,99.39,93.42,93.42,93.42,10101.2
7/18/2006,93.42,99.39,93.42,99.39,99.39,8340.7
7/19/2006,100.46,102.17,96.41,97.26,97.26,10230.1
7/20/2006,103.23,103.23,101.1,103.23,103.23,9852.7
7/21/2006,101.95,102.81,100.67,102.81,102.81,4676.7
7/24/2006,98.54,100.46,96.41,98.54,98.54,8870.5
7/25/2006,101.31,101.53,95.34,95.98,95.98,14848.2
7/26/2006,96.62,98.11,95.13,95.98,95.98,8258.7
7/27/2006,97.05,102.38,96.19,101.95,101.95,15099.1
7/28/2006,101.95,102.81,99.61,100.03,100.03,7588.2
7/31/2006,101.1,104.09,100.89,100.89,100.89,10860.7
8/1/2006,102.17,102.81,100.67,100.89,100.89,5623.8
8/2/2006,100.89,104.94,100.89,103.66,103.66,11763.3
8/3/2006,104.51,106.01,104.09,105.79,105.79,10110.6
8/4/2006,106.43,107.07,103.23,104.51,104.51,6655.2
8/7/2006,104.51,106.01,103.45,104.73,104.73,7081.9
8/8/2006,105.58,110.06,105.37,109.42,109.42,16852.5
8/9/2006,109.42,113.68,109.42,113.04,113.04,17651.9
8/10/2006,113.04,114.11,110.06,112.4,112.4,13755.8
8/11/2006,113.04,113.68,109.21,109.63,109.63,11545.2
8/14/2006,111.98,117.1,111.34,117.1,117.1,16123.5
8/15/2006,118.59,119.02,114.75,117.95,117.95,12811.1
8/16/2006,119.66,126.06,118.8,125.63,125.63,13950.4
8/17/2006,126.48,131.81,123.71,125.84,125.84,14508.3
8/18/2006,127.76,128.4,122.43,128.4,128.4,11493.7
8/21/2006,127.97,127.97,120.94,126.48,126.48,13631.6
8/22/2006,124.6,124.6,121.17,122.64,122.64,20965.4
8/23/2006,122.64,125.1,122.15,122.64,122.64,19895.2
8/24/2006,121.17,122.64,118.23,119.21,119.21,12124.7
8/25/2006,120.19,121.17,115.77,115.77,115.77,12228.6
8/28/2006,116.02,118.23,115.53,116.51,116.51,9248.4
8/29/2006,117.25,120.43,117,118.47,118.47,13639.2
8/30/2006,119.7,126.08,119.7,124.11,124.11,15828.5
8/31/2006,126.08,127.06,122.15,122.15,122.15,12414.1
9/1/2006,123.13,125.34,122.15,125.1,125.1,9356.5
9/4/2006,127.55,132.7,127.06,130.98,130.98,15832.6
9/5/2006,130.98,132.45,129.02,131.72,131.72,10247.3
9/6/2006,130.25,133.68,130,133.43,133.43,11619.1
9/7/2006,131.47,141.77,130.74,140.55,140.55,13755.4
9/8/2006,140.06,142.76,139.81,139.81,139.81,12942.1
9/11/2006,139.57,141.53,137.11,137.11,137.11,12026.8
9/12/2006,137.85,139.08,134.91,134.91,134.91,8812.2
9/13/2006,137.36,138.34,135.4,136.62,136.62,7224.3
9/14/2006,137.6,142.76,137.6,142.27,142.27,17911.8
9/15/2006,143.74,144.23,141.28,144.23,144.23,7505.6
9/18/2006,145.94,154.28,145.7,154.28,154.28,16935.4
9/19/2006,153.79,155.02,151.1,151.59,151.59,8565.5
9/20/2006,151.59,156.98,149.13,156.98,156.98,14391.4
9/21/2006,156.98,156.98,153.06,153.55,153.55,8585.9
9/22/2006,152.08,153.06,147.42,149.62,149.62,11708.8
9/25/2006,149.62,152.08,145.21,147.42,147.42,11376.6
9/26/2006,148.15,149.87,144.47,144.72,144.72,9128.2
9/27/2006,146.68,148.15,143.74,146.68,146.68,10125
9/28/2006,145.45,146.68,142.76,143,143,11688.4
9/29/2006,143,147.42,143,146.19,146.19,8092.6
10/2/2006,146.19,147.42,143.49,147.42,147.42,5499.7
10/3/2006,146.19,156.74,146.19,156.25,156.25,20201
10/4/2006,156.25,156.98,153.79,154.77,154.77,11072.8
10/5/2006,156.98,165.57,156.98,163.36,163.36,24469.5
10/6/2006,NA,NA,NA,163.36,163.36,NA
10/9/2006,NA,NA,NA,163.36,163.36,NA
10/10/2006,NA,NA,NA,163.36,163.36,NA
10/11/2006,162.87,163.11,159.44,161.64,161.64,9672.4
10/12/2006,161.4,161.4,156,156.49,156.49,11739.4
10/13/2006,159.44,161.4,158.21,159.68,159.68,11551.9
10/16/2006,155.51,159.93,153.06,159.68,159.68,11957.5
10/17/2006,160.17,162.62,158.45,159.44,159.44,11246.1
10/18/2006,158.45,159.44,156.49,156.98,156.98,8689.9
10/19/2006,156.98,159.93,156.98,156.98,156.98,5526.2
10/20/2006,159.19,161.4,157.23,160.17,160.17,8217
10/23/2006,162.38,162.62,160.17,160.42,160.42,6728.9
10/24/2006,161.4,161.64,158.45,159.44,159.44,8314.8
10/25/2006,159.44,160.91,158.45,158.7,158.7,4199.2
10/26/2006,159.68,160.91,159.19,159.19,159.19,4688.4
10/27/2006,159.93,162.38,159.93,159.93,159.93,5326.5
10/30/2006,158.94,159.19,156.25,156.98,156.98,6722.8
10/31/2006,156.98,159.19,155.02,159.19,159.19,7945.9
11/1/2006,158.94,160.66,157.47,157.47,157.47,5752.5
11/2/2006,157.47,159.93,156.98,157.47,157.47,5603.7
11/3/2006,157.47,159.19,157.23,157.47,157.47,5520.1
11/6/2006,156,159.19,155.51,159.19,159.19,5024.8
11/7/2006,161.4,161.64,158.7,158.7,158.7,5738.2
11/8/2006,158.94,159.93,156.98,156.98,156.98,3997.4
11/9/2006,157.47,158.7,151.83,152.57,152.57,9366.7
11/10/2006,152.08,152.08,147.17,149.13,149.13,11719
11/13/2006,148.15,150.11,145.45,145.45,145.45,7813.4
11/14/2006,146.68,152.08,144.47,150.36,150.36,10461.3
11/15/2006,152.57,153.55,152.08,153.06,153.06,6845.1
11/16/2006,153.3,153.79,148.15,150.36,150.36,8013.1
11/17/2006,150.85,153.3,149.13,152.32,152.32,5974.7
11/20/2006,151.59,152.08,150.11,151.59,151.59,3714
11/21/2006,152.08,160.91,152.08,159.44,159.44,14399.6
11/22/2006,158.94,163.36,157.96,161.4,161.4,12006.4
11/23/2006,162.38,163.36,158.45,159.19,159.19,4547.8
11/24/2006,159.93,160.42,158.45,158.7,158.7,2611.2
11/27/2006,158.94,160.66,158.94,158.94,158.94,3414.4
11/28/2006,158.21,158.94,154.77,155.51,155.51,5842.2
11/29/2006,156.49,159.44,155.76,156,156,5740.3
11/30/2006,158.21,159.19,156.74,158.94,158.94,6934.8
12/1/2006,158.94,160.42,157.47,158.94,158.94,3913.8
12/4/2006,157.47,158.94,156.25,157.72,157.72,3663.1
12/5/2006,158.21,159.44,157.72,158.45,158.45,5956.3
12/6/2006,159.44,169.49,159.44,169.49,169.49,16972.1
12/7/2006,171.7,181.27,171.7,181.27,181.27,16162.8
12/8/2006,178.57,180.28,173.42,176.61,176.61,9961.9
12/11/2006,179.06,183.47,178.57,179.06,179.06,9505.3
12/12/2006,177.1,177.59,166.55,166.55,166.55,12919.7
12/13/2006,166.55,169.74,162.13,168.27,168.27,8410.6
12/14/2006,168.27,168.76,165.08,166.3,166.3,6855.3
12/15/2006,169.74,173.42,168.51,168.51,168.51,6247.8
12/18/2006,168.76,180.28,168.76,180.28,180.28,12342.8
12/19/2006,181.76,183.96,180.53,182,182,10033.2
12/20/2006,182,183.47,178.08,181.51,181.51,6364
12/21/2006,180.28,181.51,178.08,179.3,179.3,8166
12/22/2006,179.55,189.85,178.81,186.42,186.42,7587.1
12/25/2006,182.98,186.42,182.98,186.42,186.42,3587.7
12/26/2006,186.42,190.1,184.7,186.42,186.42,7546.3
12/27/2006,188.38,188.87,185.44,185.44,185.44,4396.9
12/28/2006,186.42,187.4,184.21,185.68,185.68,3985.2
12/29/2006,186.91,193.04,185.93,191.57,191.57,8543.1
1/1/2007,NA,NA,NA,191.57,191.57,NA
1/2/2007,192.79,199.17,191.32,196.23,196.23,9831.4
1/3/2007,198.68,209.96,197.21,209.96,209.96,13816.6
1/4/2007,213.4,213.89,206.04,208.49,208.49,9254.5
1/5/2007,209.47,209.96,201.13,202.61,202.61,9001.8
1/8/2007,201.13,201.62,194.27,196.23,196.23,8877.4
1/9/2007,198.68,203.34,196.72,196.72,196.72,10118.8
1/10/2007,196.23,205.3,195.98,204.57,204.57,12856.5
1/11/2007,208.74,216.1,199.91,200.89,200.89,16260.7
1/12/2007,207.02,207.02,200.15,200.15,200.15,8174.2
1/15/2007,202.11,205.06,198.68,204.08,204.08,9617.4
1/16/2007,204.08,205.55,197.7,198.19,198.19,6441.5
1/17/2007,196.23,202.11,196.23,201.13,201.13,5940
1/18/2007,202.11,203.1,199.66,202.11,202.11,4696.6
1/19/2007,200.15,201.13,198.68,199.17,199.17,4882.1
1/22/2007,200.64,205.06,199.66,204.08,204.08,7919.4
1/23/2007,203.59,213.4,203.59,210.94,210.94,10852.7
1/24/2007,213.4,214.87,208,208.98,208.98,5754.5
1/25/2007,209.47,210.94,206.04,208.25,208.25,4427.5
1/26/2007,208.25,210.7,201.13,202.61,202.61,7477
1/29/2007,201.38,202.61,195.25,195.98,195.98,11570.2
1/30/2007,197.21,198.19,189.36,191.32,191.32,15810.2
1/31/2007,192.3,194.76,187.89,192.79,192.79,9014
2/1/2007,193.78,195.74,182.98,185.68,185.68,10387.9
2/2/2007,186.91,191.08,186.66,189.61,189.61,10754.8
2/5/2007,189.11,194.27,186.91,193.78,193.78,6586.2
2/6/2007,193.78,197.45,192.79,196.96,196.96,5395.8
2/7/2007,196.96,197.21,192.79,192.79,192.79,3905.7
2/8/2007,194.02,196.47,193.78,196.23,196.23,4865.8
2/9/2007,194.27,195.74,188.38,190.34,190.34,7682.9
2/12/2007,185.44,186.66,177.1,177.1,177.1,13755.4
2/13/2007,174.15,174.15,168.76,172.68,172.68,15113
2/14/2007,175.13,175.62,168.27,169,169,13390.6
2/15/2007,NA,NA,NA,169,169,NA
2/16/2007,NA,NA,NA,169,169,NA
2/19/2007,NA,NA,NA,169,169,NA
2/20/2007,NA,NA,NA,169,169,NA
2/21/2007,NA,NA,NA,169,169,NA
2/22/2007,NA,NA,NA,169,169,NA
2/23/2007,NA,NA,NA,169,169,NA
2/26/2007,171.7,180.53,171.7,176.61,176.61,14570.8
2/27/2007,176.85,182.98,176.61,181.02,181.02,10720.2
2/28/2007,NA,NA,NA,181.02,181.02,NA
3/1/2007,173.17,176.61,170.23,170.47,170.47,10461.3
3/2/2007,159.93,166.3,158.94,159.93,159.93,15494.2
3/5/2007,159.44,159.93,150.6,150.6,150.6,18753.7
3/6/2007,151.1,152.08,140.55,146.68,146.68,27614.8
3/7/2007,147.66,154.53,147.66,152.08,152.08,13625
3/8/2007,153.55,158.94,153.06,158.21,158.21,10922
3/9/2007,161.64,161.64,156,156.74,156.74,8592
3/12/2007,159.19,164.34,157.96,164.1,164.1,10930.1
3/13/2007,165.81,167.77,164.34,166.79,166.79,10114.8
3/14/2007,160.91,165.32,160.91,165.32,165.32,8832.6
3/15/2007,167.77,170.72,166.79,169.25,169.25,6779.9
3/16/2007,169.25,169.25,164.34,164.83,164.83,6457.8
3/19/2007,164.83,166.79,164.83,166.3,166.3,3037.3
3/20/2007,167.77,169.25,161.89,162.38,162.38,7552.4
3/21/2007,165.32,166.06,157.47,158.45,158.45,11584.5
3/22/2007,161.4,163.36,160.42,162.62,162.62,7130.5
3/23/2007,162.62,170.23,160.91,169.49,169.49,12326.5
3/26/2007,170.23,181.27,169.49,181.27,181.27,17122.9
3/27/2007,181.51,185.68,181.27,183.96,183.96,14701.3
3/28/2007,181.51,183.47,173.66,181.02,181.02,8300.6
3/29/2007,177.34,183.47,177.1,183.23,183.23,6023.6
3/30/2007,183.96,186.42,182.98,184.21,184.21,5198
4/2/2007,184.21,184.21,177.1,178.08,178.08,4138
4/3/2007,175.13,176.11,170.72,174.64,174.64,6563.8
4/4/2007,177.1,181.02,176.61,178.08,178.08,9279
4/5/2007,NA,NA,NA,178.08,178.08,NA
4/6/2007,NA,NA,NA,178.08,178.08,NA
4/9/2007,181.02,181.51,178.08,180.53,180.53,5126.7
4/10/2007,181.27,181.27,174.15,174.15,174.15,6408.9
4/11/2007,176.61,179.55,176.11,178.81,178.81,5334.6
4/12/2007,176.85,180.53,175.62,180.53,180.53,4998.3
4/13/2007,181.02,182.98,177.59,177.59,177.59,4541.7
4/16/2007,179.55,180.53,172.19,176.11,176.11,8200.7
4/17/2007,176.11,176.61,164.83,165.81,165.81,10624.4
4/18/2007,165.81,167.28,160.42,164.34,164.34,11032.1
4/19/2007,163.85,166.55,161.15,161.64,161.64,7823.6
4/20/2007,160.91,169,160.91,169,169,8117.1
4/23/2007,169.25,172.19,164.83,170.96,170.96,9283.1
4/24/2007,170.96,170.96,166.55,166.79,166.79,6097
4/25/2007,166.79,166.79,161.89,161.89,161.89,8477.9
4/26/2007,164.34,165.32,161.15,161.4,161.4,8320.9
4/27/2007,162.38,163.6,161.4,161.89,161.89,4566.1
4/30/2007,152.08,155.76,152.08,154.77,154.77,11464.2
5/1/2007,NA,NA,NA,154.77,154.77,NA
5/2/2007,155.02,161.15,155.02,159.19,159.19,9334
5/3/2007,159.93,161.15,156.98,160.17,160.17,7901
5/4/2007,161.89,166.06,161.4,163.85,163.85,7189.6
5/7/2007,165.32,165.81,162.13,164.59,164.59,4494.8
5/8/2007,165.32,168.27,163.11,165.81,165.81,5876.8
5/9/2007,166.3,166.3,163.85,163.85,163.85,2572.5
5/10/2007,163.85,168.02,163.85,165.81,165.81,5393.7
5/11/2007,163.85,165.08,163.36,164.1,164.1,4719
5/14/2007,165.81,165.81,162.87,163.36,163.36,3014.9
5/15/2007,161.89,164.83,161.4,161.4,161.4,2908.9
5/16/2007,162.38,163.11,159.19,159.68,159.68,4323.5
5/17/2007,160.66,161.89,159.93,159.93,159.93,4784.2
5/18/2007,158.45,160.42,158.45,158.45,158.45,5750.5
5/21/2007,159.44,167.53,159.44,164.83,164.83,12406
5/22/2007,166.55,170.23,166.55,168.02,168.02,13372.2
5/23/2007,169.49,170.72,168.27,168.51,168.51,10414.4
5/24/2007,169.74,169.98,166.55,166.55,166.55,6188.7
5/25/2007,165.57,166.79,163.85,164.59,164.59,5989
5/28/2007,165.81,166.3,163.36,163.6,163.6,4788.3
5/29/2007,164.34,171.45,163.85,170.47,170.47,10259.5
5/30/2007,170.96,173.66,168.27,171.7,171.7,10811.9
5/31/2007,173.66,179.06,173.66,177.1,177.1,17339
6/1/2007,178.08,178.08,173.66,174.89,174.89,10310.5
6/4/2007,176.36,181.27,176.36,179.06,179.06,9959.8
6/5/2007,180.53,191.57,178.08,190.83,190.83,25611
6/6/2007,191.32,197.7,189.36,190.34,190.34,22579.9
6/7/2007,191.32,195.74,189.11,194.51,194.51,11203.3
6/8/2007,192.79,195.49,189.85,189.85,189.85,7880.6
6/11/2007,195.25,195.25,188.87,189.36,189.36,7933.6
6/12/2007,190.83,192.3,188.87,189.36,189.36,5355
6/13/2007,188.87,190.83,181.02,183.72,183.72,6857.3
6/14/2007,185.93,195.25,185.44,192.79,192.79,14627.9
6/15/2007,194.27,197.21,191.81,195.25,195.25,12907.4
6/18/2007,NA,NA,NA,195.25,195.25,NA
6/19/2007,NA,NA,NA,195.25,195.25,NA
6/20/2007,193.78,196.72,188.62,195.74,195.74,15555.4
6/21/2007,196.72,196.72,191.81,195.74,195.74,10151.5
6/22/2007,196.23,196.23,191.81,191.81,191.81,4790.3
6/25/2007,192.79,201.87,192.79,198.68,198.68,14499.5
6/26/2007,200.15,201.13,196.47,198.19,198.19,7540.2
6/27/2007,198.68,200.89,194.27,195.74,195.74,9592.9
6/28/2007,199.17,199.17,192.55,195.49,195.49,7397.5
6/29/2007,196.23,196.72,193.78,193.78,193.78,7949.9
7/2/2007,195.74,199.91,193.78,198.68,198.68,5954.3
7/3/2007,200.64,209.96,200.64,209.96,209.96,12982.9
7/4/2007,211.19,211.44,207.02,208,208,5000.3
7/5/2007,208.49,208.74,201.87,206.53,206.53,6588.3
7/6/2007,204.57,210.7,204.08,205.06,205.06,5679.1
7/9/2007,205.06,211.93,205.06,210.94,210.94,6150
7/10/2007,211.44,211.93,207.51,209.23,209.23,4505
7/11/2007,209.47,213.4,202.61,202.61,202.61,8596.1
7/12/2007,201.13,205.55,199.66,199.66,199.66,6942.9
7/13/2007,203.59,204.08,195.25,195.74,195.74,6282.5
7/16/2007,193.78,194.27,182.49,184.94,184.94,14475
7/17/2007,182.98,188.62,180.04,188.62,188.62,11778.1
7/18/2007,188.62,192.3,184.94,184.94,184.94,11564.1
7/19/2007,183.96,190.1,183.96,185.44,185.44,10665.1
7/20/2007,188.87,196.96,187.89,196.72,196.72,13510.8
7/23/2007,196.23,196.72,191.32,192.79,192.79,7882.7
7/24/2007,194.27,197.7,192.79,193.04,193.04,5880.9
7/25/2007,192.06,193.78,190.1,190.59,190.59,6818.6
7/26/2007,190.34,192.3,184.94,188.87,188.87,9016
7/27/2007,181.51,183.23,175.87,175.87,175.87,16592.9
7/30/2007,172.68,174.64,168.76,172.19,172.19,8865.2
7/31/2007,175.62,182.49,173.17,180.53,180.53,9994.5
8/1/2007,176.61,177.59,168.27,168.27,168.27,9274.9
8/2/2007,174.15,174.15,167.28,169.98,169.98,7621.7
8/3/2007,171.94,175.13,169.25,169.25,169.25,7106
8/6/2007,164.83,167.77,162.13,165.81,165.81,4502.9
8/7/2007,169,171.7,164.1,164.34,164.34,5230.6
8/8/2007,167.77,170.72,164.83,170.72,170.72,4215.5
8/9/2007,172.19,177.59,171.7,175.62,175.62,7837.8
8/10/2007,167.28,170.72,163.36,167.04,167.04,6753.4
8/13/2007,170.72,170.72,162.38,164.34,164.34,7542.3
8/14/2007,163.6,170.37,161.91,166.99,166.99,15010.1
8/15/2007,166.43,172.63,162.48,165.86,165.86,12734.1
8/16/2007,163.6,165.58,156.27,156.27,156.27,12283.9
8/17/2007,156.27,164.73,156.27,159.09,159.09,13645.2
8/20/2007,170.09,170.09,166.99,170.09,170.09,6227
8/21/2007,172.35,176.02,169.25,170.09,170.09,11261.1
8/22/2007,170.94,171.22,166.43,166.43,166.43,5099.7
8/23/2007,169.25,174.04,169.25,172.07,172.07,6016.1
8/24/2007,172.63,172.63,169.81,170.37,170.37,3123.3
8/27/2007,173.76,175.45,166.43,166.43,166.43,7184.2
8/28/2007,167.55,170.09,167.55,169.81,169.81,3756.1
8/29/2007,165.58,166.43,163.6,166.14,166.14,5415.2
8/30/2007,167.55,169.81,165.3,165.3,165.3,6627.6
8/31/2007,167.84,170.09,165.3,169.25,169.25,6746.4
9/3/2007,169.53,179.4,167.84,177.71,177.71,8669.6
9/4/2007,180.53,180.53,174.89,174.89,174.89,5475.4
9/5/2007,174.89,176.02,169.53,170.37,170.37,5184.7
9/6/2007,170.37,174.89,168.96,171.79,171.79,5647.4
9/7/2007,172.07,183.63,172.07,183.63,183.63,14939.2
9/10/2007,183.35,192.38,181.66,186.74,186.74,16649.7
9/11/2007,189.56,197.45,189.56,197.17,197.17,12133.2
9/12/2007,198.3,204.22,194.63,194.92,194.92,11787.5
9/13/2007,195.76,198.02,193.22,195.48,195.48,5856.5
